,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
3221,Giaccherini,Napoli,0,0,0,0,0,0,0,0,0
3222,Allan,Napoli,0,0,0,0,0,0,1,0,15
3223,Jorginho,Napoli,0,0,0,0,0,0,0,0,0
3224,Maggio,Napoli,0,0,0,0,0,0,0,0,0
3225,Maksimović,Napoli,0,0,0,0,0,0,0,0,0
3226,Milik,Napoli,0,0,0,0,0,0,0,0,7
3227,Maurizio Sarri,Napoli(COACH),0,0,0,0,0,0,0,0,0
3228,"Ederson
 (GK)",Benfica,0,0,0,0,0,0,0,0,90
3229,Luisão,Benfica,0,1,0,1,4,0,0,0,90
3230,Fejsa,Benfica,0,0,0,0,1,0,4,0,90
3231,Mitroglou,Benfica,1,1,1,0,0,0,1,0,75
3232,Lindelöf,Benfica,0,0,0,0,4,0,1,0,90
3233,Carrillo,Benfica,0,0,0,0,0,0,0,0,46
3234,Salvio,Benfica,0,1,0,0,0,3,3,2,90
3235,Eliseu,Benfica,0,0,0,0,0,0,2,0,90
3236,Pizzi,Benfica,0,0,0,0,3,4,1,0,90
3237,Rafa Silva,Benfica,0,2,0,0,0,0,0,0,67
3238,Semedo,Benfica,0,0,0,0,2,1,1,0,90
3239,"Júlio César
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
3240,Filipe Augusto,Benfica,0,0,0,0,0,0,2,0,44
3241,Samaris,Benfica,0,0,0,0,0,0,0,0,0
3242,Jiménez,Benfica,0,0,0,0,1,0,0,0,15
3243,Cervi,Benfica,0,0,0,0,1,0,0,0,23
3244,Jardel,Benfica,0,0,0,0,0,0,0,0,0
3245,André Almeida,Benfica,0,0,0,0,0,0,0,0,0
3246,Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
3247,"Bürki
 (GK)",Dortmund,0,0,0,0,0,0,0,0,90
3248,Bartra,Dortmund,0,1,0,0,3,1,3,0,90
3249,Dembélé,Dortmund,0,3,1,0,0,6,1,1,90
3250,Reus,Dortmund,0,2,1,0,1,2,0,2,82
3251,Guerreiro,Dortmund,0,0,0,0,2,4,1,1,82
3252,Aubameyang,Dortmund,0,3,1,0,0,0,0,3,62
3253,Papastathopoulos,Dortmund,0,0,0,0,2,0,0,0,90
3254,Piszczek,Dortmund,0,2,1,0,3,0,0,0,90
3255,Schmelzer,Dortmund,0,1,0,0,3,3,2,0,90
3256,Weigl,Dortmund,0,0,0,0,1,0,1,0,90
3257,Durm,Dortmund,0,0,0,0,1,0,1,1,90
3258,"Weidenfeller
 (GK)",Dortmund,0,0,0,0,0,0,0,0,0
3259,Schürrle,Dortmund,0,0,0,0,1,0,0,0,28
3260,Pulišić,Dortmund,0,2,1,0,0,1,1,0,8
3261,Kagawa,Dortmund,0,0,0,0,0,0,0,0,0
3262,Castro,Dortmund,0,0,0,0,1,2,0,0,8
3263,Ginter,Dortmund,0,0,0,0,0,0,0,0,0
3264,Passlack,Dortmund,0,0,0,0,0,0,0,0,0
3265,Thomas Tuchel,Dortmund(COACH),0,0,0,0,0,0,0,0,0
3266,"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
3267,Kimpembe,Paris,0,1,1,0,0,1,1,0,90
3268,Marquinhos,Paris,0,0,0,0,0,0,1,0,90
3269,Verratti,Paris,0,0,0,1,0,0,2,0,69
3270,Cavani,Paris,1,5,2,0,0,0,0,0,90
3271,Di María,Paris,2,3,2,0,1,4,1,0,61
3272,Meunier,Paris,0,0,0,1,1,2,2,0,90
3273,Matuidi,Paris,0,1,1,0,3,1,1,0,90
3274,Kurzawa,Paris,0,0,0,1,4,4,0,0,90
3275,Draxler,Paris,1,3,2,0,4,0,1,0,86
3276,Rabiot,Paris,0,1,1,0,4,2,3,0,90
3277,"Areola
 (GK)",Paris,0,0,0,0,0,0,0,0,0
3278,Moura,Paris,0,2,1,0,0,0,1,0,29
3279,Pastore,Paris,0,0,0,0,0,0,0,0,4
3280,Maxwell,Paris,0,0,0,0,0,0,0,0,0
3281,Aurier,Paris,0,0,0,0,0,0,0,0,0
3282,Ben Arfa,Paris,0,0,0,0,0,0,0,0,0
3283,Nkunku,Paris,0,0,0,0,1,0,1,0,21
3284,Unai Emery,Paris(COACH),0,0,0,0,0,0,0,0,0
3285,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
3286,Piqué,Barcelona,0,0,0,0,2,0,1,0,90
3287,Sergio Busquets,Barcelona,0,0,0,0,2,0,3,0,90
3288,Iniesta,Barcelona,0,0,0,0,2,1,0,0,72
3289,Luis Suárez,Barcelona,0,0,0,0,0,0,2,1,90
3290,Messi,Barcelona,0,1,0,0,0,2,0,0,90
3291,Neymar,Barcelona,0,2,0,0,0,7,0,1,90
3292,Jordi Alba,Barcelona,0,0,0,0,0,0,1,0,90
3293,Sergi Roberto,Barcelona,0,1,0,0,1,1,0,0,90
3294,André Gomes,Barcelona,0,1,1,0,1,0,1,0,58
3295,Umtiti,Barcelona,0,1,0,0,1,1,1,0,90
3296,"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
3297,Rakitić,Barcelona,0,1,0,0,0,1,2,0,18
3298,Denis Suárez,Barcelona,0,0,0,0,0,0,0,0,0
3299,Rafinha,Barcelona,0,0,0,0,0,0,1,0,32
3300,Alcácer,Barcelona,0,0,0,0,0,0,0,0,0
3301,Digne,Barcelona,0,0,0,0,0,0,0,0,0
3302,Mathieu,Barcelona,0,0,0,0,0,0,0,0,0
3303,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
3304,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
3305,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,37
3306,Ramos,Real Madrid,0,0,0,0,1,0,0,0,90
3307,Varane,Real Madrid,0,0,0,0,2,0,0,0,90
3308,Ronaldo,Real Madrid,0,3,1,0,0,0,0,1,90
3309,Kroos,Real Madrid,0,0,0,0,1,3,1,1,90
3310,Benzema,Real Madrid,1,4,2,0,0,1,0,2,89
3311,Modrić,Real Madrid,0,0,0,0,0,1,0,0,90
3312,Marcelo,Real Madrid,0,1,0,2,3,3,2,0,90
3313,Casemiro,Real Madrid,0,0,0,0,3,0,0,0,90
3314,Isco,Real Madrid,0,2,1,0,1,2,0,2,61
3315,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
3316,Nacho,Real Madrid,0,1,0,0,1,1,1,0,53
3317,Bale,Real Madrid,2,2,2,0,0,0,0,1,29
3318,Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
3319,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
3320,Asensio,Real Madrid,0,0,0,0,0,1,1,0,1
3321,Kovačić,Real Madrid,0,0,0,0,0,0,0,0,0
3322,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
3323,"Karius
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
3324,Van Dijk,Liverpool,0,1,0,0,1,0,1,0,90
3325,Wijnaldum,Liverpool,0,1,0,0,0,0,1,0,90
3326,Lovren,Liverpool,0,1,0,1,1,0,1,0,90
3327,Milner,Liverpool,0,1,0,0,0,8,2,0,83
3328,Firmino,Liverpool,0,3,1,0,0,0,3,1,90
3329,Salah,Liverpool,0,2,0,0,0,1,1,0,31
3330,Henderson,Liverpool,0,0,0,0,2,0,0,0,90
3331,Mané,Liverpool,1,3,1,0,0,2,5,0,90
3332,Robertson,Liverpool,0,0,0,0,2,2,1,0,90
3333,Alexander-Arnold,Liverpool,0,1,1,0,1,5,2,0,90
3334,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
3335,Clyne,Liverpool,0,0,0,0,0,0,0,0,0
3336,Klavan,Liverpool,0,0,0,0,0,0,0,0,0
3337,Moreno,Liverpool,0,0,0,0,0,0,0,0,0
3338,Lallana,Liverpool,0,1,0,0,1,0,1,2,59
3339,Emre Can,Liverpool,0,0,0,0,0,0,0,0,7
3340,Solanke,Liverpool,0,0,0,0,0,0,0,0,0
3341,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
3342,"Alisson Becker
 (GK)",Roma,0,0,0,0,0,0,0,0,90
3343,Nainggolan,Roma,2,3,2,0,0,5,3,0,90
3344,Lorenzo Pellegrini,Roma,0,1,0,0,1,4,1,0,53
3345,Džeko,Roma,1,9,2,0,0,2,1,1,90
3346,Kolarov,Roma,0,0,0,1,0,14,2,0,90
3347,Schick,Roma,0,1,0,0,0,0,1,1,90
3348,De Rossi,Roma,0,1,0,0,1,0,1,0,69
3349,Fazio,Roma,0,0,0,0,0,1,0,1,90
3350,Florenzi,Roma,0,2,0,0,0,5,1,0,90
3351,Manolas,Roma,0,0,0,0,0,0,0,0,90
3352,El Shaarawy,Roma,0,3,1,1,0,2,0,0,75
3353,"Skorupski
 (GK)",Roma,0,0,0,0,0,0,0,0,0
3354,Juan Jesus,Roma,0,0,0,0,0,0,0,0,0
3355,Cengiz Ünder,Roma,0,3,1,0,0,1,0,0,37
3356,Gonalons,Roma,0,1,0,0,1,0,0,0,21
3357,Bruno Peres,Roma,0,0,0,0,0,0,0,0,0
3358,Gerson,Roma,0,0,0,0,0,0,0,0,0
3359,Antonucci,Roma,0,0,0,0,0,1,0,0,15
3360,Eusebio Di Francesco,Roma(COACH),0,0,0,0,0,0,0,0,0
3361,"Karius
 (GK)",Liverpool,0,0,0,0,1,0,0,0,90
3362,Van Dijk,Liverpool,0,0,0,0,0,0,1,0,90
3363,Wijnaldum,Liverpool,1,1,1,0,0,0,0,0,90
3364,Lovren,Liverpool,0,0,0,0,2,0,2,0,90
3365,Milner,Liverpool,0,0,0,0,2,2,3,0,90
3366,Firmino,Liverpool,0,4,1,1,0,0,1,0,87
3367,Salah,Liverpool,0,3,1,0,0,0,1,3,90
3368,Henderson,Liverpool,0,0,0,0,2,0,1,0,90
3369,Mané,Liverpool,1,3,2,0,2,0,1,2,83
3370,Robertson,Liverpool,0,0,0,0,0,1,0,0,90
3371,Alexander-Arnold,Liverpool,0,0,0,0,2,3,1,0,90
3372,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
3373,Clyne,Liverpool,0,0,0,0,0,0,0,0,0
3374,Klavan,Liverpool,0,0,0,0,0,0,1,0,7
3375,Moreno,Liverpool,0,0,0,0,0,0,0,0,0
3376,Ings,Liverpool,0,0,0,0,0,0,0,0,0
3377,Solanke,Liverpool,0,0,0,0,0,0,2,0,3
3378,Woodburn,Liverpool,0,0,0,0,0,0,0,0,0
3379,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
3380,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
3381,Ramos,Real Madrid,0,1,0,0,2,0,0,0,90
3382,Varane,Real Madrid,0,0,0,0,2,0,0,0,90
3383,Ronaldo,Real Madrid,0,5,1,0,1,0,0,0,90
3384,Kroos,Real Madrid,0,0,0,0,1,2,1,0,90
3385,Benzema,Real Madrid,2,2,2,0,0,0,2,1,72
3386,Modrić,Real Madrid,0,1,0,0,3,0,3,0,90
3387,Marcelo,Real Madrid,0,0,0,1,1,3,0,0,90
3388,Lucas Vázquez,Real Madrid,0,0,0,0,2,1,3,1,90
3389,Asensio,Real Madrid,0,0,0,0,0,2,0,0,88
3390,Kovačić,Real Madrid,0,0,0,0,1,0,0,0,73
3391,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
3392,Nacho,Real Madrid,0,0,0,0,0,0,0,0,2
3393,Bale,Real Madrid,0,0,0,0,1,1,0,1,18
3394,Casemiro,Real Madrid,0,0,0,0,0,0,1,0,17
3395,Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
3396,Mayoral,Real Madrid,0,0,0,0,0,0,0,0,0
3397,Ceballos,Real Madrid,0,0,0,0,0,0,0,0,0
3398,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
3399,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
3400,Süle,Bayern,0,1,0,0,3,1,1,0,90
3401,Hummels,Bayern,0,4,1,0,1,0,0,0,90
3402,Thiago Alcántara,Bayern,0,0,0,0,4,2,1,0,90
3403,Ribéry,Bayern,0,0,0,0,0,4,1,0,90
3404,Lewandowski,Bayern,0,3,2,0,1,2,1,0,90
3405,James Rodríguez,Bayern,1,5,2,0,1,9,2,0,84
3406,Tolisso,Bayern,0,3,1,1,0,0,1,0,74
3407,Müller,Bayern,0,4,2,0,2,6,1,0,90
3408,Alaba,Bayern,0,1,1,0,1,8,0,0,90
3409,Kimmich,Bayern,1,1,1,0,6,6,1,0,90
3410,Wagner,Bayern,0,0,0,0,0,0,1,0,90
3411,Javi Martínez,Bayern,0,1,0,0,0,0,1,0,90
3412,Rafinha,Bayern,0,0,0,0,0,0,0,0,90
3413,Mai,Bayern,0,0,0,0,0,0,0,0,90
3414,Rudy,Bayern,0,0,0,0,0,0,0,0,90
3415,"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
3416,Dorsch,Bayern,0,0,0,0,0,0,0,0,0
3417,Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
3418,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
3419,Hummels,Bayern,0,2,0,0,1,0,0,0,90
3420,Ribéry,Bayern,0,4,2,0,1,7,1,0,90
3421,Javi Martínez,Bayern,0,1,0,0,3,1,1,0,75
3422,Lewandowski,Bayern,0,4,1,0,0,0,1,0,90
3423,Robben,Bayern,0,0,0,0,0,1,0,0,8
3424,James Rodríguez,Bayern,0,0,0,1,1,8,0,0,90
3425,Rafinha,Bayern,0,2,1,0,3,3,0,0,90
3426,Boateng,Bayern,0,0,0,0,0,0,1,0,34
3427,Müller,Bayern,0,2,0,0,0,3,1,0,90
3428,Kimmich,Bayern,1,1,1,0,2,5,1,0,90
3429,Wagner,Bayern,0,0,0,0,0,0,0,0,90
3430,Süle,Bayern,0,0,0,0,0,0,0,0,90
3431,Thiago Alcántara,Bayern,0,1,0,0,2,0,2,0,90
3432,Bernat,Bayern,0,0,0,0,0,0,0,0,90
3433,Rudy,Bayern,0,0,0,0,0,0,0,0,90
3434,"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
3435,Tolisso,Bayern,0,0,0,0,0,1,0,0,15
3436,Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
3437,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
3438,Carvajal,Real Madrid,0,1,1,1,2,0,2,0,67
3439,Ramos,Real Madrid,0,0,0,0,3,0,1,0,90
3440,Varane,Real Madrid,0,0,0,0,1,1,1,0,90
3441,Ronaldo,Real Madrid,0,2,0,0,0,0,2,3,90
3442,Kroos,Real Madrid,0,0,0,0,1,4,0,1,90
3443,Modrić,Real Madrid,0,0,0,0,1,0,2,0,90
3444,Marcelo,Real Madrid,1,1,1,0,0,0,0,0,90
3445,Casemiro,Real Madrid,0,0,0,0,3,0,2,0,83
3446,Lucas Vázquez,Real Madrid,0,0,0,1,1,1,3,1,90
3447,Isco,Real Madrid,0,1,0,0,0,0,0,1,46
3448,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
3449,Vallejo,Real Madrid,0,0,0,0,0,0,0,0,0
3450,Benzema,Real Madrid,0,1,1,0,0,0,0,0,23
3451,Bale,Real Madrid,0,0,0,0,0,0,0,0,0
3452,Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
3453,Asensio,Real Madrid,1,1,1,0,0,1,1,0,44
3454,Kovačić,Real Madrid,0,0,0,0,0,0,0,0,7
3455,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
3456,"Karius
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
3457,Van Dijk,Liverpool,0,0,0,0,1,0,2,0,90
3458,Lovren,Liverpool,0,1,0,0,3,1,1,0,90
3459,Milner,Liverpool,0,1,0,1,1,3,5,0,90
3460,Firmino,Liverpool,2,5,3,2,0,2,0,0,90
3461,Salah,Liverpool,2,4,4,2,0,4,1,2,75
3462,Henderson,Liverpool,0,0,0,0,1,0,0,0,90
3463,Mané,Liverpool,1,4,1,0,1,1,1,2,90
3464,Oxlade-Chamberlain,Liverpool,0,1,1,0,0,0,0,0,18
3465,Robertson,Liverpool,0,1,1,0,1,2,0,0,90
3466,Alexander-Arnold,Liverpool,0,2,0,0,1,7,1,1,90
3467,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
3468,Clyne,Liverpool,0,0,0,0,0,0,0,0,0
3469,Wijnaldum,Liverpool,0,2,1,0,3,0,1,0,72
3470,Klavan,Liverpool,0,0,0,0,0,0,0,0,0
3471,Moreno,Liverpool,0,0,0,0,0,0,0,0,0
3472,Ings,Liverpool,0,0,0,0,1,0,1,0,15
3473,Solanke,Liverpool,0,0,0,0,0,0,0,0,0
3474,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
3475,"Alisson Becker
 (GK)",Roma,0,0,0,0,0,0,0,0,90
3476,Nainggolan,Roma,0,3,0,1,0,2,0,0,90
3477,Juan Jesus,Roma,0,0,0,0,0,0,1,0,67
3478,Strootman,Roma,0,1,1,0,2,2,2,0,90
3479,Džeko,Roma,1,3,2,0,0,2,0,1,90
3480,Kolarov,Roma,0,1,1,0,0,6,2,0,90
3481,De Rossi,Roma,0,0,0,0,3,0,0,0,67
3482,Cengiz Ünder,Roma,0,0,0,0,0,1,0,1,46
3483,Fazio,Roma,0,1,0,0,3,1,0,0,90
3484,Florenzi,Roma,0,0,0,0,2,6,0,0,90
3485,Manolas,Roma,0,0,0,0,1,0,0,0,90
3486,"Skorupski
 (GK)",Roma,0,0,0,0,0,0,0,0,0
3487,Lorenzo Pellegrini,Roma,0,0,0,0,0,0,0,0,0
3488,Perotti,Roma,1,3,1,0,0,2,0,1,23
3489,Schick,Roma,0,2,1,0,0,0,1,0,44
3490,Gonalons,Roma,0,0,0,0,1,0,1,0,23
3491,Bruno Peres,Roma,0,0,0,0,0,0,0,0,0
3492,El Shaarawy,Roma,0,0,0,0,0,0,0,0,0
3493,Eusebio Di Francesco,Roma(COACH),0,0,0,0,0,0,0,0,0
3494,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
3495,Hummels,Bayern,0,1,0,0,0,0,2,0,90
3496,Ribéry,Bayern,0,2,2,0,0,3,0,0,71
3497,Javi Martínez,Bayern,0,1,0,0,2,0,3,0,90
3498,Lewandowski,Bayern,0,2,1,0,0,0,1,2,77
3499,Robben,Bayern,0,5,0,0,0,2,1,1,90
3500,James Rodríguez,Bayern,0,4,2,0,1,8,1,2,90
3501,Rafinha,Bayern,0,0,0,0,2,4,3,0,87
3502,Boateng,Bayern,0,0,0,0,1,1,1,0,90
3503,Müller,Bayern,0,2,1,0,1,1,1,0,90
3504,Kimmich,Bayern,0,1,0,0,0,9,0,0,90
3505,Wagner,Bayern,0,0,0,0,0,0,0,0,90
3506,Süle,Bayern,0,0,0,0,0,0,0,0,90
3507,Thiago Alcántara,Bayern,0,0,0,0,0,0,0,0,90
3508,Bernat,Bayern,0,0,0,0,0,0,0,0,90
3509,Rudy,Bayern,0,0,0,0,0,0,0,0,90
3510,"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
3511,Tolisso,Bayern,0,0,0,0,0,0,0,0,0
3512,Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
3513,"Soria
 (GK)",Sevilla,0,0,0,0,0,0,0,0,90
3514,Lenglet,Sevilla,0,2,0,0,1,0,3,0,90
3515,Ben Yedder,Sevilla,0,1,0,0,0,0,1,0,65
3516,Banega,Sevilla,0,1,0,0,0,3,1,0,90
3517,Correa,Sevilla,0,1,0,0,0,0,2,0,90
3518,Nzonzi,Sevilla,0,2,0,0,0,0,1,0,90
3519,Jesús Navas,Sevilla,0,0,0,0,1,3,1,0,90
3520,Sarabia,Sevilla,0,2,0,0,1,1,0,0,70
3521,Escudero,Sevilla,0,1,0,0,1,1,1,0,90
3522,Vázquez,Sevilla,0,0,0,0,0,0,1,0,81
3523,Mercado,Sevilla,0,0,0,0,0,0,1,0,90
3524,"Rico
 (GK)",Sevilla,0,0,0,0,0,0,0,0,0
3525,Daniel Carriço,Sevilla,0,0,0,0,0,0,0,0,0
3526,Pizarro,Sevilla,0,0,0,0,0,0,0,0,0
3527,Muriel,Sevilla,0,0,0,0,0,0,0,0,25
3528,Nolito,Sevilla,0,0,0,0,0,0,1,1,9
3529,Arana,Sevilla,0,0,0,0,0,0,0,0,0
3530,Ramírez,Sevilla,0,0,0,0,0,0,0,0,20
3531,Vincenzo Montella,Sevilla(COACH),0,0,0,0,0,0,0,0,0
3532,"Navas
 (GK)",Real Madrid,0,0,0,0,1,0,0,0,90
3533,Carvajal,Real Madrid,0,0,0,0,3,6,2,0,90
3534,Vallejo,Real Madrid,0,0,0,0,0,0,1,0,90
3535,Varane,Real Madrid,0,3,0,0,2,0,1,0,90
3536,Ronaldo,Real Madrid,1,6,3,0,0,2,0,2,90
3537,Kroos,Real Madrid,0,1,0,0,0,8,1,0,90
3538,Modrić,Real Madrid,0,0,0,0,0,1,0,0,75
3539,Bale,Real Madrid,0,2,1,0,0,1,0,0,46
3540,Marcelo,Real Madrid,0,1,0,0,3,5,2,0,90
3541,Casemiro,Real Madrid,0,0,0,0,0,0,1,0,46
3542,Isco,Real Madrid,0,4,2,0,0,3,0,1,90
3543,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
3544,Benzema,Real Madrid,0,0,0,0,0,0,0,0,0
3545,Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
3546,Lucas Vázquez,Real Madrid,0,0,0,0,0,1,0,0,44
3547,Llorente,Real Madrid,0,0,0,0,0,0,0,0,0
3548,Asensio,Real Madrid,0,1,0,0,0,4,0,1,44
3549,Kovačić,Real Madrid,0,0,0,0,1,0,0,0,15
3550,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
3551,"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
3552,De Sciglio,Juventus,0,0,0,0,0,2,0,0,17
3553,Chiellini,Juventus,0,0,0,0,3,1,1,0,90
3554,Benatia,Juventus,0,0,0,0,0,0,5,0,90
3555,Pjanić,Juventus,0,0,0,0,1,4,2,1,90
3556,Khedira,Juventus,0,2,0,1,0,0,0,0,90
3557,Higuaín,Juventus,0,2,2,0,2,1,0,0,90
3558,Douglas Costa,Juventus,0,1,0,0,1,3,2,0,90
3559,Alex Sandro,Juventus,0,1,0,0,1,2,3,0,90
3560,Matuidi,Juventus,1,2,1,0,2,2,2,1,90
3561,Mandžukić,Juventus,2,3,3,0,0,1,3,0,90
3562,"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
3563,Cuadrado,Juventus,0,0,0,0,0,0,0,0,0
3564,Marchisio,Juventus,0,0,0,0,0,0,0,0,0
3565,Asamoah,Juventus,0,0,0,0,0,0,0,0,0
3566,Rugani,Juventus,0,0,0,0,0,0,0,0,0
3567,Lichtsteiner,Juventus,0,0,0,1,0,1,2,0,73
3568,Sturaro,Juventus,0,0,0,0,0,0,0,0,0
3569,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
3570,"Alisson Becker
 (GK)",Roma,0,0,0,0,0,0,0,0,90
3571,Nainggolan,Roma,0,3,1,0,0,2,0,0,77
3572,Juan Jesus,Roma,0,0,0,0,3,0,4,0,90
3573,Strootman,Roma,0,1,0,0,1,1,2,0,90
3574,Džeko,Roma,1,4,2,0,0,1,2,0,90
3575,Kolarov,Roma,0,1,0,0,3,7,4,0,90
3576,Schick,Roma,0,3,0,0,0,0,2,0,73
3577,De Rossi,Roma,1,2,1,1,0,0,1,0,90
3578,Fazio,Roma,0,0,0,0,3,3,4,0,90
3579,Florenzi,Roma,0,0,0,0,1,8,0,0,90
3580,Manolas,Roma,1,1,1,0,0,0,0,0,90
3581,"Skorupski
 (GK)",Roma,0,0,0,0,0,0,0,0,0
3582,Lorenzo Pellegrini,Roma,0,0,0,0,0,0,0,0,0
3583,Cengiz Ünder,Roma,0,1,0,1,0,2,0,0,17
3584,Gonalons,Roma,0,0,0,0,0,0,0,0,0
3585,Bruno Peres,Roma,0,0,0,0,0,0,0,0,0
3586,Gerson,Roma,0,0,0,0,0,0,0,0,0
3587,El Shaarawy,Roma,0,1,1,0,0,0,0,0,13
3588,Eusebio Di Francesco,Roma(COACH),0,0,0,0,0,0,0,0,0
3589,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
3590,Semedo,Barcelona,0,0,0,0,2,0,0,0,85
3591,Piqué,Barcelona,0,0,0,0,1,0,1,0,90
3592,Rakitić,Barcelona,0,0,0,0,1,3,2,0,90
3593,Sergio Busquets,Barcelona,0,0,0,0,0,0,1,0,85
3594,Iniesta,Barcelona,0,1,0,0,0,0,1,0,81
3595,Luis Suárez,Barcelona,0,1,0,0,0,0,2,2,90
3596,Messi,Barcelona,0,5,2,0,2,0,1,0,90
3597,Jordi Alba,Barcelona,0,0,0,0,3,1,1,0,90
3598,Sergi Roberto,Barcelona,0,1,1,0,0,1,1,2,90
3599,Umtiti,Barcelona,0,0,0,0,1,0,0,0,90
3600,"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
3601,Denis Suárez,Barcelona,0,0,0,0,0,0,0,0,0
3602,Dembélé,Barcelona,0,1,0,0,0,0,0,0,5
3603,Paulinho,Barcelona,0,0,0,0,0,0,0,0,0
3604,Alcácer,Barcelona,0,0,0,0,0,0,0,0,5
3605,André Gomes,Barcelona,0,0,0,0,0,0,1,0,9
3606,Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
3607,Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
3608,"Ederson
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
3609,Walker,Man. City,0,1,0,0,1,5,1,0,90
3610,Sterling,Man. City,0,0,0,1,1,3,1,0,90
3611,Laporte,Man. City,0,2,0,0,0,4,0,0,90
3612,De Bruyne,Man. City,0,5,2,0,1,4,0,0,90
3613,Sané,Man. City,0,2,0,0,0,11,0,7,90
3614,Bernardo Silva,Man. City,0,4,0,0,1,1,1,0,74
3615,David Silva,Man. City,0,0,0,0,0,6,1,1,66
3616,Fernandinho,Man. City,0,2,0,0,1,1,1,0,90
3617,Otamendi,Man. City,0,1,0,0,1,0,0,0,90
3618,Jesus,Man. City,1,1,1,0,0,0,0,0,90
3619,"Bravo
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
3620,Kompany,Man. City,0,0,0,0,0,0,0,0,0
3621,Gündoğan,Man. City,0,1,0,0,0,0,0,0,16
3622,Agüero,Man. City,0,1,0,0,0,0,0,0,24
3623,Delph,Man. City,0,0,0,0,0,0,0,0,0
3624,Zinchenko,Man. City,0,0,0,0,0,0,0,0,0
3625,Foden,Man. City,0,0,0,0,0,0,0,0,0
3626,Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
3627,"Karius
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
3628,Van Dijk,Liverpool,0,0,0,0,1,0,1,0,90
3629,Wijnaldum,Liverpool,0,1,0,0,1,0,0,0,90
3630,Lovren,Liverpool,0,0,0,0,1,0,1,0,90
3631,Milner,Liverpool,0,0,0,0,1,0,0,0,90
3632,Firmino,Liverpool,1,1,1,0,1,0,2,0,81
3633,Salah,Liverpool,1,1,1,0,0,1,0,0,89
3634,Mané,Liverpool,0,0,0,0,3,1,2,0,90
